sentence,label
在众多的节能项目中，医疗卫生机构的新建及整改项目非常多，且存在项目集中，相似度高，易于跟进实施的特点，因此，年，公司将医疗卫生节能项目作为公司跨入节能行业的一个切入点，为公司在智能医疗领域持续发展提供有力支撑,1
报告期内因环境问题受到行政处罚的情况其他应当公开的环境信息无其他环保相关信息无二社会责任情况报告期内，公司主动接受各界监督，不断完善公司治理体系，提升社会责任管理体系建设，促进公司和周边社区的和谐发展，为和谐社会做出应有的贡献,1
与此同时，公司根据自身实际情况，加强环保综合治理，自觉维护员工合法权益，诚信经营合作，促进共赢发展，以促进社会和谐为已任，认真履行对股东员工合作伙伴等方面应尽的责任和义务，承担起企业应有的社会责任，促进公司与社会自然的协调和谐发展,1
环境保护公司高度重视环境保护工作，积极开展节能减排活动，把资源节约型环境友好型企业建设列为工作的重中之重，采用先进环境管理体系，健全环境管理的一系列制度，努力实现企业与自然的和谐相处,1
深厦门日上集团股份有限公司年半年度报告全文入开展技术改造，推行结构优化升级，主动淘汰高能耗的落后产品和工艺，研发节能减排的新产品和新工艺,1
随着国家碳中和碳减排政策的落地，对汽车行业的环保节能要求日趋严格，汽车轻量化势在必行，同时伴随着社会进步和消费升级提升，对汽车的安全性操作性能的要求也在提高,1
锻造铝合金轮毂以其优异的节能环保和轻量化性能有望在汽车车轮领域得到了迅速发展和普及，随着市场原装市场锻造铝合金轮毂渗透率不断提升和市场替换市场对锻造铝合金轮毂替换需求的增加，锻造铝合金轮毂市场容量巨大,0
未来，参考发达国家车轮行业的发展历程，我国双碳背景下对节能环保的要求趋严小型生产厂商的落后产能将逐渐淘汰，加速行业厦门日上集团股份有限公司年年度报告全文格局改变，深耕于主业的日上车轮有望凭借品质优势精益管控业务结构产品链齐全等优势逐渐提升市场占有率，进一步推动行业集中度的提升,0
年月，中央发布十四五规划和年目标刚要，强调推荐建筑等领域低碳转型，在推进新型城市建设过程中，明确提出发展智能建造推广绿色建材装配式建筑,1
公司的车轮实验中心经中国合格评定国家认可委员会（CNAS）批准，取得CNAS认证资格，可进行产品材料14厦门日上集团股份有限公司2021年年度报告全文力学性能、车轮弯曲、径向疲劳和涂料耐盐雾等一系列性能试验,0
拥有自主的专业技术和强大的研发设计和项目管理团队公司在国内属较早引进并吸收日本和中国台湾钢结构先进技术的企业，在钢结构设计制作及安装服务等方面有长期的专业经验积累和自主专利技术，拥有与钢结构建筑相配套的自主完善的围护系统，包括屋面板墙面板复合板楼承板格栅板采光板通风器天沟落水管保温棉固定座等，对钢结构建筑系统的抗震抗台风防水排水保温隔热通风透气节能减排断冷桥等技术处理拥有丰富的工程经验，累积了上千种各种条件下的节点设计方案,1
锻造铝合金轮毂是汽车轻量化低碳化变革和新材料创新战略的重要组成部分，随着国内汽车行业对排放标准日趋严格节能环保的需求日益凸显，轻量环保的产业趋势明显，锻造铝合金产品更符合未来汽车产业发展方向,1
安全环保的风险公司生产过程中使用的部分化学原料燃气等在安全管理的某个环节若因疏忽或员工操作不当设备老化失修等可能会发生泄漏失火或者伤及员工人身安全等事故，影响公司的生产经营,0
随着国家环保标准日趋严格，将可能导致企业的环保治理成本不断增加,1
公司一直将环境保护视为重要的企业社会责任，公司一方面紧跟最新的环保标准对公司旧标准下的环保设施进行改造升级；一方面也不断对产品和工艺进行改进优化，力争做到节能减排,1
年上半年之前，商用货车受国家环保政策拉动，企业抢抓国五和国六排放标准切换的机会，出现一轮较长时间的购车高峰，造成目前在用车换购需求动力不足；由于去年同期重型国五柴油车产量较高，至今仍有小部分车辆有待消化，另外蓝牌轻卡库存车辆销量也较为缓慢,0
未来，参考发达国家车轮行业的发展历程，我国在双碳背景下对节能环保的要求趋严，小型生产厂商的落后产能将逐渐被淘汰，行业格局将加速改变，深耕于主业的日上车轮有望凭借品质优势精益管控业务结构产品链齐全等优势逐渐提升市场占有率，进一步推动行业集中度的提升,0
年月，中央发布十四五规划和年目标纲要，强调推荐建筑等领域低碳转型，在推进新型城市建设过程中，明确提出发展智能建造推广绿色建材及装配式建筑,1
安全环保的风险公司生产过程中使用的部分化学原料燃气等在安全管理的某个环节若因疏忽或员工操作不当设备老化失修等可能会发生泄漏失火或者伤及员工人身安全等事故，影响公司的生产经营,0
随着国家环保标准日趋严格，将可能导致企业的环保治理成本不断增加,0
公司一直将环境保护视为重要的企业社会责任，公司一方面紧跟最新的环保标准对公司旧标准下的环保设施进行改造升级；一方面也不断对产品和工艺进行改进优化，力争做到节能减排,1
商用车受前期环保和超载治理政策下的需求透支，叠加油价高位等因素影响，整体需求放缓，全年产销分别完成万辆和万辆，同比分别下降和，商用车处于叠加因素的运行低位,0
二钢结构行业发展情况在国家明确双碳目标的大背景下，在基础设施和建筑领域大力推广应用钢结构是国家绿色低碳发展的长期的必然的选择,1
年月，中央发布十四五规划和年目标纲要，其中强调建筑等领域要进行低碳转型，在推进新型城市化建设过程中，明确提出发展智能建造推广绿色建材装配式建筑等,1
未来，参考发达国家车轮行业的发展历程，我国在双碳背景下对节能环保的要求趋严，小型生产厂商的落后产能将逐渐被淘汰，行业格局将加速改变，深耕于主业的日上车轮有望凭借品质优势精益管控业务结构产品链齐全等优势逐渐提升市场占有率，进一步推动行业集中度的提升,0
公司的车轮实验中心经中国合格评定国家认可委员会（CNAS）批准，取得CNAS认证资格，可进行产品材料力学性能、车轮弯曲、径向疲劳和涂料耐盐雾等一系列性能试验,0
拥有自主的专业技术和强大的研发设计和项目管理团队公司在国内属较早引进并吸收日本和中国台湾钢结构先进技术的企业，在钢结构设计制作及安装服务等方面有长期的专业经验积累和自主专利技术，拥有与钢结构建筑相配套的自主完善的围护系统，包括屋面板墙面板复合板楼承板格栅板采光板通风器天沟落水管保温棉固定座等，对钢结构建筑系统的抗震抗台风防水排水保温隔热通风透气节能减排断冷桥等技术处理方面拥有丰富的工程经验，累积了上千种各种条件下的节点设计方案,0
安全环保的风险公司生产过程中使用的部分化学原料燃气等在安全管理的某个环节若因疏忽或员工操作不当设备老化失修等可能会发生泄漏失火或者伤及员工人身安全等事故，影响公司的生产经营,0
随着国家环厦门日上集团股份有限公司年年度报告全文保标准日趋严格，将可能导致企业的环保治理成本不断增加,1
公司一直将环境保护视为重要的企业社会责任，公司一方面紧跟最新的环保标准对公司旧标准下的环保设施进行改造升级；一方面也不断对产品和工艺进行改进优化，力争做到节能减排,1
未来，参考发达国家车轮行业的发展历程，我国在双碳背景下对节能环保的要求趋严，小型生产厂商的落后产能将逐渐被淘汰，行业格局将加速改变，深耕于主业的日上车轮有望凭借品质优势精益管控业务结构产品链齐全等优势逐渐提升市场占有率，进一步推动行业集中度的提升,1
钢结构行业发展情况在国家明确双碳目标的大背景下，在基础设施和建筑领域大力推广应用钢结构是国家绿色低碳发展的长期的必然的选择,1
年月，中央发布十四五规划和年目标纲要，其中强调建筑等领域要进行低碳转型，在推进新型城市化建设过程中，明确提出发展智能建造推广绿色建材装配式建筑等,1
公司的车轮实验中心经中国合格评定国家认可委员会（CNAS）批准，取得CNAS认证资格，可进行产品材料力学性能、车轮弯曲、径向疲劳和涂料耐盐雾等一系列性能试验,0
拥有自主的专业技术和强大的研发设计和项目管理团队公司在国内属较早引进并吸收日本和中国台湾钢结构先进技术的企业，在钢结构设计制作及安装服务等方面有长期的专业经验积累和自主专利技术，拥有与钢结构建筑相配套的自主完善的围护系统，包括屋面板墙面板复合板楼承板格栅板采光板通风器天沟落水管保温棉固定座等，对钢结构建筑系统的抗震抗台风防水排水保温隔热通风透气节能减排断冷桥等技术处理方面拥有丰富的工程经验，累积了上千种各种条件下的节点设计方案,0
公司顺应汽车市场轻量化、低碳节能的发展趋势，调整车轮产品结构，实现产品升级，加大轻量化无内胎钢轮和锻造铝轮的开发力度，报告期内公司的无内胎钢轮和锻造铝轮销售规模及产品毛利率均较去年有较大提升，其中锻造铝轮随着国内经济秩序恢复常态化后出口订单逐步回升，销售收入较去年同期增长52.88%，产品毛利率提升了4个百分点,0
报告期内延续执行或新承接的项目在石化设备钢结构领域有广东巴斯夫一体化项目惠州美孚乙烯项目漳州奇美项目卡塔尔乙烯项目伊拉克油气设施项目伊拉克项目乐山协鑫颗粒硅项目等；在大型工业厂房领域有湖北保沣项目西门子联晟项目比亚迪深汕汽车工业园四川智造产业基地项目雅迪天津项目上海超硅项目云南通威项目雅保锂电池项目四川永祥硅晶项目等；在高层建筑及公共场馆钢结构领域有深圳城脉大厦深圳安邦财险大厦厦门银行总部大楼三星堆博物馆等,0
安全环保的风险公司生产过程中使用的部分化学原料燃气等在安全管理的某个环节若因疏忽或员工操作不当设备老化失修等可能会发生泄漏失火或者伤及员工人身安全等事故，影响公司的生产经营,0
随着国家环保标准日趋严格，将可能导致企业的环保治理成本不断增加,1
未来，参考发达国家车轮行业的发展历程，我国在双碳背景下对节能环保的要求趋严，小型生产厂商的落后产能将逐渐被淘汰，行业格局将加速改变，深耕于主业的日上车轮有望凭借品质优势精益管控业务结构产品链齐全等优势逐渐提升市场占有率，进一步推动行业集中度的提升,0
公司的车轮实验中心经中国合格评定国家认可委员会（CNAS）批准，取得CNAS认证资格，可进行产品材料力学性能、车轮弯曲、径向疲劳和涂料耐盐雾等一系列性能试验,0
拥有自主的专业技术和强大的研发设计和项目管理团队公司在国内属较早引进并吸收日本和中国台湾钢结构先进技术的企业，在钢结构设计制作及安装服务等方面有长期的专业经验积累和自主专利技术，拥有与钢结构建筑相配套的自主完善的围护系统，包括屋面板墙面板复合板楼承板格栅板采光板通风器天沟落水管保温棉固定座等，厦门日上集团股份有限公司年年度报告全文对钢结构建筑系统的抗震抗台风防水排水保温隔热通风透气节能减排断冷桥等技术处理方面拥有丰富的工程经验，累积了上千种各种条件下的节点设计方案,1
公司顺应汽车市场轻量化、低碳节能的发展趋势，调整车轮产品结构，实现产品升级，加大轻量化无内胎钢轮和锻造铝轮的开发力度，报告期内公司无内胎钢轮和锻造铝轮销售规模及产品毛利率均较去年有较大提升，其中无内胎钢轮销售收入较去年增长23.67%，产品毛利率提升2.98个百分点，锻造铝轮销售收入较去年增长91.04%，产品毛利率提升了1.67个百分点,0
报告期内延续执行或新承接的项目在石化设备钢结构领域有广东巴斯夫一体化项目艾森克美孚惠州乙烯项目漳州奇美厦门日上集团股份有限公司年年度报告全文项目卡塔尔乙烯项目伊拉克油气设施项目伊拉克项目乐山协鑫颗粒硅项目万华化学甲醇项目等；在大型工业厂房领域有比亚迪深汕汽车工业园重庆西安比亚迪锂电池项目天津广东雅迪电动车项目紫金矿业物流项目云南通威项目上海超硅项目联盛纸业项目等,0
通过优化调整各内部机构及岗位职能，拉直管理链条，使内部流程透明及流畅，向管理要效益,0
安全环保的风险公司生产过程中使用的部分化学原料燃气等在安全管理的某个环节若因疏忽或员工操作不当设备老化失修等可能会发生泄漏失火或者伤及员工人身安全等事故，影响公司的生产经营,1
随着国家环保标准日趋严格，将可能导致企业的环保治理成本不断增加,1
公司一直将环境保护视为重要的企业社会责任，公司一方面紧跟最新的环保标准对公司旧标准下的环保设施进行改造升级；一方面也不断对产品和工艺进行改进优化，力争做到节能减排,1
今年上半年延续年下半年节能减排指标的政策因素的影响，公司生产所需要的主要原材料如水泥矿粉粉煤灰等生产企业为完成节能减排指标，减少了生产量，造成这些原材料市场供应不足，价格上涨，造成公司采购成本的上涨，导致净利润的下滑,0
受年下半年节能减排指标的政策翘尾因素的影响，我公司生产所需要的主要原材料如水泥矿粉粉煤灰等生产企业为完成节能减排指标，减少了生产量，造成这些原材料市场供应不足，价格上涨，自然造成我公司采购成本的上涨,1
最近三年主要财务指标变动情况及原因分析单位元年年本年比上年增减年营业总收入元营业利润元利润总额元归属于上市公司股东的净利润元归属于上市公司股东的扣除非经常性损益的净利润元经营活动产生的现金流量净额元年末年末本年末比上年末增减年末资产总额元负债总额元归属于上市公司股东的所有者权益元总股本股导致今年净利润减少主要有以下原因年上半年延续年下半年节能减排指标的政策因素的影响，公司生产所需要的主要原材料如水泥矿粉粉煤灰等生产企业为完成节能减排指标，减少了生产量，造成这些原材料市场供应不足，价格上涨，公司采购成本随之上涨，导致净利润减少,0
报告期内公司新建设了海棠湾搅拌站陵水搅拌站琼海新型墙体材料厂，同时新增了纳入合并范围的琼海财隆建材有限公司，新增了生产设备设施的建设和购置，导致固定资产增加,0
高性能混凝土在基础设施和大型建筑上具有很强的使用用途，通过延长建筑物寿命的途径从整体上实现节能减排的目标,1
第三，节能环保,1
未来建筑物对节能环保提出更高的要求，这就需要混凝土供应商加快研发水平，加大高性能外加剂的使用力度，满足国家节能减排的政策需要,1
二公司发展战略公司的发展战略是以商品混凝土的核心产品，将公司打造成国内一流的混凝土供应商，逐渐开展多元化经营，走环保节能创新的发展之路,1
根据国家建材工业十二五发展规划要求，积极探索节能减排的发展模式，通过研发高性能专用混凝土，提高公司核心竞争力，开展差异化竞争，实现公司跨越式发展,1
公司加大研发的力度，通过研发高性能专用混凝土特种混凝土为节能减排所需要的商品混凝土；充分利用高性能外加剂，优化产品配和比，在充分保证产品质量的前提下，优化原材料的组合，达到节约生产成本，提高效益,1
如涉及利润分配政策进行调整或变更的，还要详细说明调整或变更的条件和程序是否合规和透明等,0
海南瑞泽新型建材股份有限公司年度报告全文工程项目经验优势商品混凝土和新型墙体材料作为工程设施建设基础建筑材料，其品质性能直接影响工程的建筑质量和安全性，特别是商品混凝土，其质量是否符合标准，直接涉及工程的安全使用,0
募集资金使用及披露中存在的问题或其他情况无募集资金变更项目情况单位万元变更后的项对应的原承变更后项目本报告期实截至期末实截至期末投项目达到预本报告期实是否达到预变更后的项海南瑞泽新型建材股份有限公司年度报告全文目诺项目拟投入募集资金总额际投入金额际累计投入金额资进度定可使用状态日期现的效益计效益目可行性是否发生重大变化合计变更原因决策程序及信息披露情况说明分具体项目无未达到计划进度或预计收益的情况和原因分具体项目无变更后的项目可行性发生重大变化的情况说明无主要子公司参股公司分析主要子公司参股公司情况公司名称公司类型所处行业主要产品或服务注册资本总资产元净资产元营业收入元营业利润元净利润元琼海瑞泽混凝土配送有限公司子公司非金属材料行业商品混凝土混凝土制品生产与销售；建筑材料销售万元三亚润泽新型建筑材料有限公司子公司非金属材料行业加气砖灰沙砖新型建材开发与生产混凝土制品钢材万元广东怀集瑞泽水泥有限公司子公司非金属材料行业生产销售水泥，水泥熟料，水泥构件，环保砖；万元主要子公司参股公司情况说明琼海瑞泽情况分析年，琼海瑞泽实现全年营业收入万元，比上年下降；销售量为万，比上年下降；营业成本万元，比上年下降，而毛利率与上年基海南瑞泽新型建材股份有限公司年度报告全文本持平,0
重点发展集节能隔热阻燃抗震环保防水等多种功能于一体的新型建筑墙体材料,1
由于年新型墙体材料产品盈利能力急剧下降，造成三亚琼海两地区其他的新型墙体材料企业纷纷减产停产以及关闭，公司利用这一有利时机，大力宣传新型墙体材料在节能节土利废保护环境和改善建筑功能等方面的优越性，提高新型墙体材料的市场认知度，提高公司新型墙体材料产品的市场占有率,1
二公司发展战略公司的发展战略是以商品混凝土为核心产品，将公司打造成国内一流的混凝土供应商，逐渐开展多元化经营，走环保节能创新的发展之路,1
加大研发的力度，通过研发高性能专用混凝土特种混凝土为节能减排所需要的商品混凝土；充分利用高性能外加剂，优化产品配和比，在充分保证产品质量的前提下，优化原材料的组合，达到节约生产成本，提高效益,1
同时，帮助公司周围居民安排就业，解决失业人员问题，赞助海南体育事业，积极参加节能减排保护环境等公益事业，公司也受到债权人供应商客户方等利益相关方的好评，展现良好的企业公民形象,1
海南瑞泽新型建材股份有限公司半年度报告全文五投资状况分析对外股权投资情况对外投资情况对外投资情况报告期投资额元上年同期投资额元变动幅度被投资公司情况公司名称主要业务上市公司占被投资公司权益比例商品混凝土生产环保砖生产建材检贵州毕节瑞泽新型建材有限公司测募集资金使用情况募集资金总体使用情况单位万元募集资金总额报告期投入募集资金总额已累计投入募集资金总额报告期内变更用途的募集资金总额累计变更用途的募集资金总额累计变更用途的募集资金总额比例募集资金总体使用情况说明详见关于公司年半年度募集资金存放与使用情况的专项报告,0
工程项目经验优势商品混凝土和新型墙体材料作为工程设施建设基础建筑材料，其品质性能直接影响工程的建筑质量和安全性，特别是商品混凝土，其质量是否符合标准，直接涉及工程的安全使用,0
未达到计划进度或预计收益的情况和原因分具体项目无变更后的项目可行性发生重大变化无海南瑞泽新型建材股份有限公司年度报告全文的情况说明主要子公司参股公司分析主要子公司参股公司情况单位元公司名称公司类型所处行业主要产品或服务注册资本总资产净资产营业收入营业利润净利润琼海瑞泽混凝土配送有限公司子公司非金属材料行业商品混凝土混凝土制品生产与销售；建筑材料销售万三亚润泽新型建筑材料有限公司子公司非金属材料行业加气砖灰沙砖新型建材开发与生产混凝土制品钢材万广东怀集瑞泽水泥有限公司子公司非金属材料行业生产销售水泥，水泥熟料，水泥构件，环保砖；万贵州毕节瑞泽新型建材有限公司子公司非金属材料行业商品混凝土混凝土制品生产与销售；建筑材料生产销售万高要市金岗水泥有限公司参股公司非金属材料行业水泥生产与销售万主要子公司参股公司情况说明琼海瑞泽情况分析报告期内，琼海瑞泽实现全年营业收入万元，比上年下降；销售量为万，比上年下降；营业成本万元，比上年下降，而毛利率较上年相比基本持平,0
七公司未来发展的展望一行业竞争格局和发展趋势行业宏观环境公司主营业务产品主要为商品混凝土和新型墙体材料加气砖和灰砂砖，二者都是基海南瑞泽新型建材股份有限公司年度报告全文础建筑材料，广泛运用于各种建筑物和构筑物，一个地区建筑材料的消费量增长速度一般会和固定资产投资增速保持基本一致，随着城镇化和节能减排政策的推动，将继续为商品混凝土和新型建筑材料产品创造着巨大需求,1
未来公司继续以商品混凝土和新型墙体材料为立足点，加快水泥业务进展速度，逐渐开展检测和物流等业务的多元化经营，走环保节能创新的发展之路，将继续秉承专业专注，精益求精；至诚至真，信誉至上的经营理念，以市场为导向，为客户创造价值，成为国内一流的新型建材产品供应商,1
现金分红政策的专项说明是否符合公司章程的规定或股东大会决议的要求是分红标准和比例是否明确和清晰是相关的决策程序和机制是否完备是独立董事是否履职尽责并发挥了应有的作用是中小股东是否有充分表达意见和诉求的机会，其合法权益是否得到了充分保护是现金分红政策进行调整或变更的，条件及程序是否合规透明不适用公司近年含报告期的利润分配预案或方案及资本公积金转增股本预案或方案情况年利润分配方案以年月日股本总数股为基数，向全体股东每股派发现金元含税，共计分配股利元含税，尚余未分配利润元，结转下一年度，不进行资本公积金转增股本,0
十一社会责任情况报告期内，公司及附属公司在追求经济效益保护股东利益的同时，做好债权人公司职工客户供应商以及周边居民的利益诉求工作，维护利益相关者合法权益；加大节能减排环境保护等方面的资金投资；注重履行企业社会责任，大力发展公益事业，倡导和谐的海南瑞泽新型建材股份有限公司年度报告全文劳资关系，促使公司全面健康可持续发展,1
同时，在节能减排和质量服务方面做好排头兵的作用，公司先后获得年海南省建材节能协会先进企业年海南省质量协会副会长单位等荣誉称号,1
一经济地理区位优势海南作为我国最大的经济特区，加之独特的气候条件和自然环境条件，推动了海南省房地产业旅游地产大量基础设施的建设,0
工程项目经验优势商品混凝土和新型墙体材料作为工程设施建设基础建筑材料，其品质性能直接影响工程海南瑞泽新型建材股份有限公司年年度报告全文的建筑质量和安全性，特别是商品混凝土，其质量是否符合标准，直接涉及工程的安全使用,0
变更后的项目可行性发生重大变化的情况说明无主要子公司参股公司分析适用不适用主要子公司参股公司情况单位元公司名称公司类型所处行业主要产品或服务注册资本总资产净资产营业收入营业利润净利润琼海瑞泽混凝土配送有限公司子公司非金属材料行业商品混凝土混凝土制品生产与销售；建筑材料销售三亚润泽新型建筑材料有限公司子公司非金属材料行业加气砖灰沙砖新型建材开发与生产混凝土制品钢材贵州毕节瑞泽新型建材有限公司子公司非金属材料行业商品混凝土环保砖生产与销售建材检测海南瑞泽新型建材股份有限公司年年度报告全文高要市金岗水泥有限公司子公司非金属材料行业水泥生产与销售主要子公司参股公司情况说明琼海瑞泽情况分析报告期内，琼海瑞泽实现全年营业收入万元，比上年下降；销售量为万，比上年下降；营业成本万元，比上年下降，而毛利率较上年相比下降,0
同时，公司会通过收购重组的平台，整合更多资源，实现主业和多元化并举，走环保节能创新的发展之路,1
三年度公司经营计划继续保持原有商品混凝土和新型墙体材料业务的稳步增长，同时积极推动新并购金岗水泥的业务发展及节能改造项目进展,1
调整程序合规透明，充分保障了中小股东的合法权益,0
现金分红政策的专项说明是否符合公司章程的规定或股东大会决议的要求是分红标准和比例是否明确和清晰是相关的决策程序和机制是否完备是独立董事是否履职尽责并发挥了应有的作用是中小股东是否有充分表达意见和诉求的机会，其合法权益是否得到了充分保护是现金分红政策进行调整或变更的，条件及程序是否合规透明是公司近年含报告期的利润分配预案或方案及资本公积金转增股本预案或方案情况年利润分配方案以年月日股本总数股为基数，向全体股东每股派发现金元含税，共计分配股利元含税，尚余未分配利润元，结转下一年度,0
海南瑞泽新型建材股份有限公司年年度报告全文投资者关系管理及股东回报方面公司的发展资金来源是基于投资者的信任，公司也深知与投资者建立公开透明多层的沟通机制是公司治理的重要部分,0
年度公司先后获得海南省节能环保产品知名品牌第七届海南省优秀企业等荣誉称号，体现了公司在节能减排和质量服务方面的带头作用,1
积极布局园林绿化环保行业，稳步推进和落实多元化发展战略,1
报告期内，公司投资设立海南瑞泽生态环保技术有限公司合资设立东华瑞泽海南软件有限公司与海南瑞泽中秦实业有限公司增资上海隆筹金融信息服务有限公司，上述企业分别从事建筑垃圾综合利用云计算技术与计算机系统服务数据处理海上货物运输代理及互联网金融，进一步扩充了公司业务范畴，拓宽了未来的发展空间,1
第三，受国家宏观经济环境的影响，固定资产和房地产投资增速持续下滑给水泥行业带来前所未有的压力，行业产能过剩环保加压企业利润萎缩等问题日益突显,1
三主营业务构成情况单位元营业收入比上年营业成本比上年毛利率比上年同营业收入营业成本毛利率同期增减同期增减期增减分行业建筑材料行业分产品海南瑞泽新型建材股份有限公司年半年度报告全文商品混凝土新型墙体材料水泥分地区广东高要三亚海口琼海陵水儋州澄迈四核心竞争力分析报告期内，公司核心竞争力未发生重大变化，具体如下一经济地理区位优势海南作为我国最大的经济特区，加之独特的气候和自然环境，推动了海南省基础设施房地产旅游地产等的建设，尤其是国际旅游岛建设上升为国家战略，以及一路一带战略的提出，海南迎来又一次基础设施和旅游项目建设高峰，许多大型项目正在规划和建设中,0
变更后的项目可行性发生重大变化无的情况说明募集资金项目情况募集资金项目概述披露日期披露索引详见公司刊登在巨潮资讯网上的董事会董事会关于公司年上半年度募集资年月日关于公司年上半年度募集资金存金存放与使用情况的专项报告放与使用情况的专项报告公告编号主要子公司参股公司分析适用不适用主要子公司参股公司情况单位元主要产品或公司名称公司类型所处行业注册资本总资产净资产营业收入营业利润净利润服务高要市金非金属材料水泥生产与岗水泥有子公司行业销售限公司商品混凝琼海瑞泽土混凝土混凝土配非金属材料子公司制品生产与送有限公行业销售；建筑司材料销售加气砖灰三亚润泽沙砖新型新型建筑非金属材料建材开发与子公司材料有限行业生产混凝公司土制品钢材商品混凝贵州毕节土环保砖瑞泽新型非金属材料子公司生产与销建材有限行业售建材检公司测注金岗水泥单体年月实现净利润元，在合并报表层面，将收购形成的可辨认资产公允价值增值部分摊销后的净利润为元,0
现金分红政策的专项说明是否符合公司章程的规定或股东大会决议的要求是分红标准和比例是否明确和清晰是相关的决策程序和机制是否完备是独立董事是否履职尽责并发挥了应有的作用是中小股东是否有充分表达意见和诉求的机会，其合法权益是否是得到了充分保护现金分红政策进行调整或变更的，条件及程序是否合规透明是十本报告期利润分配或资本公积金转增股本预案适用不适用公司计划半年度不派发现金红利，不送红股，不以公积金转增股本,0
公司和大兴园林在拓展相关业务时可以有效整合资源，扩大合作空间，进一步发挥双方在市场方面的协同效应，扭转公司因产业单一受政策影响巨大的不利局面，提升公司的盈利能力、整体抗风险能力和业绩回报能力，为公司实现产业结构调整、多元化发展以及最终转型至绿化、环保行业提供有效助力,1
报告期内，公司投资设立海南瑞泽生态环保技术有限公司；合资设立东华瑞泽海南软件有限公司海南瑞泽中秦实业有限公司；增资上海隆筹金融信息服务有限公司以及新疆煤炭交易所有限公司，进一步扩充了公司业务范畴，拓宽了未来的发展空间,1
报告期内，公司收购了大兴园林，同时新设或参股了瑞泽环保瑞泽中秦等，公司的管理规模不断扩大，导致报告期内管理费用比上年同期增长,1
报告期内合并范围是否发生变动是否合并范围增加公司本年度发行股份购买了大兴园林股权，属同一控制下的企业合并，合并日被合并方资产负债的账面价值如下项目三亚新大兴园林生态有限公司合并日上年年末资产货币资金海南瑞泽新型建材股份有限公司年年度报告全文应收款项存货一年内到期的非流动资产长期应收款固定资产无形资产长期待摊费用递延所得税资产其他非流动资产资产总计负债短期借款应付款项一年内到期的非流动负债递延收益负债总计净资产减少数股东权益取得的净资产投资设立海南瑞泽中秦实业有限公司海南瑞泽生态环保技术有限公司，设立孙公司东华瑞泽海南软件有限公司三亚康泰德工程有限公司肇庆瑞航实业有限公司，本公司自其设立之日起将其纳入合并报表范围,0
年出资人民币万元否年月日第三届董事会第七次会议决议公告公告编号合计报告期内正在进行的重大的非股权投资情况适用不适用以公允价值计量的金融资产适用不适用募集资金使用情况适用不适用募集资金总体使用情况适用不适用单位万元募集年份募集方式募集资金总额本期已使用募集资金总额已累计使用募集资金总额报告期内变更用途的募集资金总额累计变更用途的募集资金总额累计变更用途的募集资金总额比例尚未使用募集资金总额尚未使用募集资金用途及去向闲置两年以上募集资金金额年公开发行股份用于公司总部办公海南瑞泽新型建材股份有限公司年年度报告全文楼及技术研发中心项目年公开发行公司债券已使用完毕年非公开发行股份用于金岗水泥节能改造项目年非公开发行股份用于大兴园林恩平苗木基地项目合计募集资金总体使用情况说明募集资金总体使用情况年首次公开发行股票截止年月日，公司年首次公开发行股票募集资金使用金额及当前余额如下表所示项目金额人民币万元实际募集资金净额减累计使用募集资金其中以前年度已使用金额本年度使用金额加募集资金利息收入减手续费的净额募集资金实际余额年公开发行公司债券截止年月日，公司债券募集资金已按计划使用完毕,0
募集资金承诺项目情况适用不适用单位万元承诺投资项目和超募资金投向是否已变更项目含部分变更募集资金承诺投资总额调整后投资总额本报告期投入金额截至期末累计投入金额截至期末投资进度项目达到预定可使用状态日期本报告期实现的效益是否达到预计效益项目可行性是否发生重大变化承诺投资项目儋州搅拌站否年月日否否澄迈搅拌站否年月日否否海南瑞泽新型建材股份有限公司年年度报告全文儋州新型墙体材料生产厂是否是澄迈新型墙体材料生产厂是否是琼海新型墙体材料生产厂是年月日否是技术研发中心建设项目是年月日否否商品混凝土示范生产基地及总部基地否年月日否否节余募集资金永久性补充流动资金否是否节余募集资金永久性补充流动资金否是否原料粉磨系统节能技术改造项目否年月日否否水泥粉磨系统节能技术改造项目否年月日否否补充金岗水泥流动资金否是否恩平苗木基地建设项目否年月日否否补充园林工程施工业务营运资金否是否承诺投资项目小计超募资金投向超募资金补充流动资金否是否超募资金投向小计合计未达到计划进度或预计收益的情况和原因分具体项目儋州搅拌站澄迈搅拌站商品混凝土示范生产基项目由于国家对房地产市场调控影响，房屋建设开工面积总量萎缩，导致儋州澄迈崖城等地的商品混凝土市场需求增长减缓，募投项目的产能未能充分释放；同时，儋州澄迈崖城等地区竞争激烈，商品混凝土销售价格偏低，因此，海南瑞泽新型建材股份有限公司年年度报告全文儋州澄迈崖城搅拌站项目的经济效益未达到预期,0
"公司为了提高资产使用效率及提升资产盈利能力，将投产市场前景较好的生态砖及晶英石产品，故公司将原用于生产加气砖、灰砂砖的新型墙体材料生产网点建设项目琼海新型墙体材料厂设备等按照其账面净值1,636.17万元出售给本公司之子公司海南瑞泽生态环保技术有限公司、琼海瑞泽晶英石有限公司用于生产生态砖及晶英石产品",0
